,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
3607,DLN5,B03106859,人工薄膜,221.0,2020-01-22,4,True,3.0,4.0,2020
3620,DLN5,B03106859,人工薄膜,183.0,2020-02-02,5,False,2.0,5.0,2020
3696,DLN5,B03106859,人工薄膜,1045.0,2020-02-09,6,False,5.0,2.0,2020
3764,DLN5,B03106859,人工薄膜,1031.0,2020-02-16,7,False,5.0,2.0,2020
3837,DLN5,B03106859,人工薄膜,991.0,2020-02-23,8,False,5.0,2.0,2020
3890,DLN5,B03106859,人工薄膜,813.0,2020-03-01,9,False,4.0,3.0,2020
3952,DLN5,B03106859,人工薄膜,1011.0,2020-03-08,10,False,5.0,2.0,2020
4025,DLN5,B03106859,人工薄膜,1196.0,2020-03-15,11,False,5.0,2.0,2020
4095,DLN5,B03106859,人工薄膜,1250.0,2020-03-22,12,False,5.0,2.0,2020
4185,DLN5,B03106859,人工薄膜,1825.0,2020-03-29,13,False,5.0,2.0,2020
4245,DLN5,B03106859,人工薄膜,1801.0,2020-04-05,14,False,3.0,4.0,2020
4323,DLN5,B03106859,人工薄膜,1853.0,2020-04-12,15,False,5.0,2.0,2020
4413,DLN5,B03106859,人工薄膜,1737.0,2020-04-19,16,False,5.0,2.0,2020
4492,DLN5,B03106859,人工薄膜,1621.0,2020-04-26,17,True,5.0,2.0,2020
4567,DLN5,B03106859,人工薄膜,1475.0,2020-05-03,18,False,4.0,3.0,2020
4636,DLN5,B03106859,人工薄膜,1366.0,2020-05-10,19,False,5.0,2.0,2020
4719,DLN5,B03106859,人工薄膜,1419.0,2020-05-17,20,False,5.0,2.0,2020
4785,DLN5,B03106859,人工薄膜,990.0,2020-05-24,21,False,5.0,2.0,2020
4844,DLN5,B03106859,人工薄膜,1102.0,2020-05-31,22,False,5.0,2.0,2020
4896,DLN5,B03106859,人工薄膜,990.0,2020-06-07,23,False,5.0,2.0,2020
4976,DLN5,B03106859,人工薄膜,1381.0,2020-06-14,24,False,5.0,2.0,2020
5056,DLN5,B03106859,人工薄膜,1465.0,2020-06-21,25,False,5.0,2.0,2020
5125,DLN5,B03106859,人工薄膜,1247.0,2020-06-28,26,True,3.0,4.0,2020
5207,DLN5,B03106859,人工薄膜,1399.0,2020-07-05,27,False,5.0,2.0,2020
5290,DLN5,B03106859,人工薄膜,1381.0,2020-07-12,28,False,5.0,2.0,2020
5357,DLN5,B03106859,人工薄膜,973.0,2020-07-19,29,False,5.0,2.0,2020
5419,DLN5,B03106859,人工薄膜,1197.0,2020-07-26,30,False,5.0,2.0,2020
5488,DLN5,B03106859,人工薄膜,1029.0,2020-08-02,31,False,5.0,2.0,2020
5564,DLN5,B03106859,人工薄膜,1305.0,2020-08-09,32,False,5.0,2.0,2020
5659,DLN5,B03106859,人工薄膜,1462.0,2020-08-16,33,False,5.0,2.0,2020
5724,DLN5,B03106859,人工薄膜,1138.0,2020-08-23,34,False,5.0,2.0,2020
5807,DLN5,B03106859,人工薄膜,1553.0,2020-08-30,35,False,5.0,2.0,2020
5887,DLN5,B03106859,人工薄膜,1201.0,2020-09-06,36,False,4.0,3.0,2020
5944,DLN5,B03106859,人工薄膜,1205.0,2020-09-13,37,False,5.0,2.0,2020
6017,DLN5,B03106859,人工薄膜,1249.0,2020-09-20,38,False,5.0,2.0,2020
6104,DLN5,B03106859,人工薄膜,1228.0,2020-09-27,39,True,5.0,2.0,2020
6164,DLN5,B03106859,人工薄膜,947.0,2020-10-04,40,False,3.0,4.0,2020
6227,DLN5,B03106859,人工薄膜,753.0,2020-10-11,41,False,4.0,3.0,2020
6310,DLN5,B03106859,人工薄膜,1504.0,2020-10-18,42,False,5.0,2.0,2020
6380,DLN5,B03106859,人工薄膜,1292.0,2020-10-25,43,False,5.0,2.0,2020
6452,DLN5,B03106859,人工薄膜,1207.0,2020-11-01,44,False,5.0,2.0,2020
6524,DLN5,B03106859,人工薄膜,1132.0,2020-11-08,45,False,5.0,2.0,2020
6590,DLN5,B03106859,人工薄膜,938.0,2020-11-15,46,False,5.0,2.0,2020
6679,DLN5,B03106859,人工薄膜,1264.0,2020-11-22,47,False,5.0,2.0,2020
6745,DLN5,B03106859,人工薄膜,1023.0,2020-11-29,48,False,5.0,2.0,2020
6813,DLN5,B03106859,人工薄膜,1295.0,2020-12-06,49,False,5.0,2.0,2020
6863,DLN5,B03106859,人工薄膜,952.0,2020-12-13,50,False,5.0,2.0,2020
6923,DLN5,B03106859,人工薄膜,1039.0,2020-12-20,51,False,5.0,2.0,2020
6989,DLN5,B03106859,人工薄膜,1024.0,2020-12-27,52,False,5.0,2.0,2020
7137,DLN5,B03106859,人工薄膜,1106.0,2021-01-10,1,False,5.0,2.0,2021
7216,DLN5,B03106859,人工薄膜,1354.0,2021-01-17,2,False,5.0,2.0,2021
7295,DLN5,B03106859,人工薄膜,1238.0,2021-01-24,3,False,5.0,2.0,2021
7063,DLN5,B03106859,人工薄膜,1125.0,2021-01-30,4,False,5.0,2.0,2021
7437,DLN5,B03106859,人工薄膜,1222.0,2021-02-07,5,True,5.0,2.0,2021
7444,DLN5,B03106859,人工薄膜,161.0,2021-02-09,6,True,2.0,5.0,2021
7495,DLN5,B03106859,人工薄膜,813.0,2021-02-21,7,False,3.0,4.0,2021
7371,DLN5,B03106859,人工薄膜,1162.0,2021-02-27,8,False,5.0,2.0,2021
7569,DLN5,B03106859,人工薄膜,1193.0,2021-03-07,9,False,4.0,3.0,2021
7629,DLN5,B03106859,人工薄膜,1014.0,2021-03-14,10,False,5.0,2.0,2021
7698,DLN5,B03106859,人工薄膜,1092.0,2021-03-21,11,False,5.0,2.0,2021
7758,DLN5,B03106859,人工薄膜,951.0,2021-03-28,12,False,5.0,2.0,2021
7826,DLN5,B03106859,人工薄膜,825.0,2021-04-04,13,False,4.0,3.0,2021
7893,DLN5,B03106859,人工薄膜,1051.0,2021-04-11,14,False,4.0,3.0,2021
7943,DLN5,B03106859,人工薄膜,812.0,2021-04-18,15,False,5.0,2.0,2021
7982,DLN5,B03106859,人工薄膜,640.0,2021-04-25,16,True,5.0,2.0,2021
8035,DLN5,B03106859,人工薄膜,862.0,2021-05-02,17,False,5.0,2.0,2021
8091,DLN5,B03106859,人工薄膜,934.0,2021-05-09,18,False,5.0,2.0,2021
8143,DLN5,B03106859,人工薄膜,829.0,2021-05-16,19,False,5.0,2.0,2021
8196,DLN5,B03106859,人工薄膜,801.0,2021-05-23,20,False,5.0,2.0,2021
8248,DLN5,B03106859,人工薄膜,876.0,2021-05-30,21,False,5.0,2.0,2021
8307,DLN5,B03106859,人工薄膜,930.0,2021-06-06,22,False,5.0,2.0,2021
8364,DLN5,B03106859,人工薄膜,964.0,2021-06-13,23,False,5.0,2.0,2021
8415,DLN5,B03106859,人工薄膜,915.0,2021-06-19,24,False,4.0,3.0,2021
8459,DLN5,B03106859,人工薄膜,832.0,2021-06-27,25,False,5.0,2.0,2021
8516,DLN5,B03106859,人工薄膜,1039.0,2021-07-04,26,False,5.0,2.0,2021
8590,DLN5,B03106859,人工薄膜,1189.0,2021-07-11,27,False,5.0,2.0,2021
8667,DLN5,B03106859,人工薄膜,1208.0,2021-07-18,28,False,5.0,2.0,2021
8729,DLN5,B03106859,人工薄膜,963.0,2021-07-25,29,False,5.0,2.0,2021
8794,DLN5,B03106859,人工薄膜,952.0,2021-08-01,30,False,5.0,2.0,2021
8855,DLN5,B03106859,人工薄膜,916.0,2021-08-08,31,False,5.0,2.0,2021
8908,DLN5,B03106859,人工薄膜,821.0,2021-08-15,32,False,5.0,2.0,2021
8971,DLN5,B03106859,人工薄膜,868.0,2021-08-19,33,True,5.0,2.0,2021
9031,DLN5,B03106859,人工薄膜,959.0,2021-08-29,34,False,5.0,2.0,2021
9098,DLN5,B03106859,人工薄膜,1238.0,2021-09-05,35,False,4.0,3.0,2021
9161,DLN5,B03106859,人工薄膜,1210.0,2021-09-12,36,False,5.0,2.0,2021
9227,DLN5,B03106859,人工薄膜,1079.0,2021-09-19,37,False,5.0,2.0,2021
9272,DLN5,B03106859,人工薄膜,818.0,2021-09-26,38,True,3.0,4.0,2021
9335,DLN5,B03106859,人工薄膜,1214.0,2021-10-03,39,False,5.0,2.0,2021
9391,DLN5,B03106859,人工薄膜,823.0,2021-10-10,40,False,5.0,2.0,2021
9436,DLN5,B03106859,人工薄膜,701.0,2021-10-17,41,False,4.0,3.0,2021
9486,DLN5,B03106859,人工薄膜,731.0,2021-10-24,42,False,5.0,2.0,2021
9550,DLN5,B03106859,人工薄膜,876.0,2021-10-31,43,False,5.0,2.0,2021
9610,DLN5,B03106859,人工薄膜,879.0,2021-11-07,44,False,5.0,2.0,2021
9685,DLN5,B03106859,人工薄膜,995.0,2021-11-14,45,False,5.0,2.0,2021
9732,DLN5,B03106859,人工薄膜,840.0,2021-11-21,46,False,5.0,2.0,2021
9791,DLN5,B03106859,人工薄膜,1115.0,2021-11-28,47,False,5.0,2.0,2021
9842,DLN5,B03106859,人工薄膜,963.0,2021-12-05,48,False,5.0,2.0,2021
9887,DLN5,B03106859,人工薄膜,910.0,2021-12-12,49,False,5.0,2.0,2021
9955,DLN5,B03106859,人工薄膜,1058.0,2021-12-19,50,False,5.0,2.0,2021
10018,DLN5,B03106859,人工薄膜,1115.0,2021-12-26,51,False,5.0,2.0,2021
10053,DLN5,B03106859,人工薄膜,598.0,2021-12-30,52,True,4.0,2.0,2021
