,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
5784,DLN5,A00120033,2.5-3cc PVC 注射空針,212.0,2020-03-22,12,False,5.0,2.0,2020
5914,DLN5,A00120033,2.5-3cc PVC 注射空針,225.0,2020-03-29,13,False,5.0,2.0,2020
6027,DLN5,A00120033,2.5-3cc PVC 注射空針,220.0,2020-04-05,14,False,3.0,4.0,2020
6166,DLN5,A00120033,2.5-3cc PVC 注射空針,255.0,2020-04-12,15,False,5.0,2.0,2020
6305,DLN5,A00120033,2.5-3cc PVC 注射空針,264.0,2020-04-19,16,False,5.0,2.0,2020
6434,DLN5,A00120033,2.5-3cc PVC 注射空針,211.0,2020-04-26,17,True,5.0,2.0,2020
6572,DLN5,A00120033,2.5-3cc PVC 注射空針,248.0,2020-05-03,18,False,4.0,3.0,2020
6674,DLN5,A00120033,2.5-3cc PVC 注射空針,181.0,2020-05-10,19,False,5.0,2.0,2020
6775,DLN5,A00120033,2.5-3cc PVC 注射空針,168.0,2020-05-17,20,False,5.0,2.0,2020
6867,DLN5,A00120033,2.5-3cc PVC 注射空針,157.0,2020-05-24,21,False,5.0,2.0,2020
6963,DLN5,A00120033,2.5-3cc PVC 注射空針,185.0,2020-05-31,22,False,5.0,2.0,2020
7038,DLN5,A00120033,2.5-3cc PVC 注射空針,111.0,2020-06-07,23,False,5.0,2.0,2020
7148,DLN5,A00120033,2.5-3cc PVC 注射空針,175.0,2020-06-14,24,False,5.0,2.0,2020
7258,DLN5,A00120033,2.5-3cc PVC 注射空針,188.0,2020-06-21,25,False,5.0,2.0,2020
7350,DLN5,A00120033,2.5-3cc PVC 注射空針,157.0,2020-06-28,26,True,3.0,4.0,2020
7454,DLN5,A00120033,2.5-3cc PVC 注射空針,165.0,2020-07-05,27,False,5.0,2.0,2020
7573,DLN5,A00120033,2.5-3cc PVC 注射空針,201.0,2020-07-12,28,False,5.0,2.0,2020
7658,DLN5,A00120033,2.5-3cc PVC 注射空針,142.0,2020-07-19,29,False,5.0,2.0,2020
7766,DLN5,A00120033,2.5-3cc PVC 注射空針,181.0,2020-07-26,30,False,5.0,2.0,2020
7880,DLN5,A00120033,2.5-3cc PVC 注射空針,177.0,2020-08-02,31,False,5.0,2.0,2020
7995,DLN5,A00120033,2.5-3cc PVC 注射空針,231.0,2020-08-09,32,False,5.0,2.0,2020
8121,DLN5,A00120033,2.5-3cc PVC 注射空針,216.0,2020-08-16,33,False,5.0,2.0,2020
8221,DLN5,A00120033,2.5-3cc PVC 注射空針,170.0,2020-08-23,34,False,5.0,2.0,2020
8362,DLN5,A00120033,2.5-3cc PVC 注射空針,229.0,2020-08-30,35,False,5.0,2.0,2020
8458,DLN5,A00120033,2.5-3cc PVC 注射空針,168.0,2020-09-06,36,False,4.0,3.0,2020
8543,DLN5,A00120033,2.5-3cc PVC 注射空針,127.0,2020-09-13,37,False,5.0,2.0,2020
8641,DLN5,A00120033,2.5-3cc PVC 注射空針,173.0,2020-09-20,38,False,5.0,2.0,2020
8773,DLN5,A00120033,2.5-3cc PVC 注射空針,212.0,2020-09-27,39,True,5.0,2.0,2020
8865,DLN5,A00120033,2.5-3cc PVC 注射空針,169.0,2020-10-04,40,False,3.0,4.0,2020
8948,DLN5,A00120033,2.5-3cc PVC 注射空針,141.0,2020-10-11,41,False,4.0,3.0,2020
9091,DLN5,A00120033,2.5-3cc PVC 注射空針,260.0,2020-10-18,42,False,5.0,2.0,2020
9204,DLN5,A00120033,2.5-3cc PVC 注射空針,192.0,2020-10-25,43,False,5.0,2.0,2020
9300,DLN5,A00120033,2.5-3cc PVC 注射空針,199.0,2020-11-01,44,False,5.0,2.0,2020
9407,DLN5,A00120033,2.5-3cc PVC 注射空針,207.0,2020-11-08,45,False,5.0,2.0,2020
9517,DLN5,A00120033,2.5-3cc PVC 注射空針,170.0,2020-11-15,46,False,5.0,2.0,2020
9634,DLN5,A00120033,2.5-3cc PVC 注射空針,197.0,2020-11-22,47,False,5.0,2.0,2020
9746,DLN5,A00120033,2.5-3cc PVC 注射空針,197.0,2020-11-29,48,False,5.0,2.0,2020
9860,DLN5,A00120033,2.5-3cc PVC 注射空針,222.0,2020-12-06,49,False,5.0,2.0,2020
9951,DLN5,A00120033,2.5-3cc PVC 注射空針,153.0,2020-12-13,50,False,5.0,2.0,2020
10060,DLN5,A00120033,2.5-3cc PVC 注射空針,223.0,2020-12-20,51,False,5.0,2.0,2020
10162,DLN5,A00120033,2.5-3cc PVC 注射空針,182.0,2020-12-27,52,False,5.0,2.0,2020
10377,DLN5,A00120033,2.5-3cc PVC 注射空針,196.0,2021-01-10,1,False,5.0,2.0,2021
10515,DLN5,A00120033,2.5-3cc PVC 注射空針,260.0,2021-01-17,2,False,5.0,2.0,2021
10618,DLN5,A00120033,2.5-3cc PVC 注射空針,168.0,2021-01-24,3,False,5.0,2.0,2021
10260,DLN5,A00120033,2.5-3cc PVC 注射空針,151.0,2021-01-30,4,False,5.0,2.0,2021
10719,DLN5,A00120033,2.5-3cc PVC 注射空針,215.0,2021-02-07,5,True,5.0,2.0,2021
10733,DLN5,A00120033,2.5-3cc PVC 注射空針,22.0,2021-02-09,6,True,2.0,5.0,2021
10821,DLN5,A00120033,2.5-3cc PVC 注射空針,174.0,2021-02-21,7,False,3.0,4.0,2021
10936,DLN5,A00120033,2.5-3cc PVC 注射空針,218.0,2021-02-28,8,False,5.0,2.0,2021
11052,DLN5,A00120033,2.5-3cc PVC 注射空針,211.0,2021-03-07,9,False,4.0,3.0,2021
11160,DLN5,A00120033,2.5-3cc PVC 注射空針,194.0,2021-03-14,10,False,5.0,2.0,2021
11274,DLN5,A00120033,2.5-3cc PVC 注射空針,196.0,2021-03-21,11,False,5.0,2.0,2021
11372,DLN5,A00120033,2.5-3cc PVC 注射空針,199.0,2021-03-28,12,False,5.0,2.0,2021
11471,DLN5,A00120033,2.5-3cc PVC 注射空針,173.0,2021-04-04,13,False,4.0,3.0,2021
11580,DLN5,A00120033,2.5-3cc PVC 注射空針,215.0,2021-04-11,14,False,4.0,3.0,2021
11662,DLN5,A00120033,2.5-3cc PVC 注射空針,147.0,2021-04-18,15,False,5.0,2.0,2021
11727,DLN5,A00120033,2.5-3cc PVC 注射空針,119.0,2021-04-25,16,True,5.0,2.0,2021
11821,DLN5,A00120033,2.5-3cc PVC 注射空針,168.0,2021-05-02,17,False,5.0,2.0,2021
11911,DLN5,A00120033,2.5-3cc PVC 注射空針,157.0,2021-05-09,18,False,5.0,2.0,2021
11986,DLN5,A00120033,2.5-3cc PVC 注射空針,123.0,2021-05-16,19,False,5.0,2.0,2021
12058,DLN5,A00120033,2.5-3cc PVC 注射空針,111.0,2021-05-23,20,False,5.0,2.0,2021
12136,DLN5,A00120033,2.5-3cc PVC 注射空針,126.0,2021-05-30,21,False,5.0,2.0,2021
12222,DLN5,A00120033,2.5-3cc PVC 注射空針,128.0,2021-06-06,22,False,5.0,2.0,2021
12309,DLN5,A00120033,2.5-3cc PVC 注射空針,143.0,2021-06-13,23,False,5.0,2.0,2021
12382,DLN5,A00120033,2.5-3cc PVC 注射空針,122.0,2021-06-20,24,False,4.0,3.0,2021
12464,DLN5,A00120033,2.5-3cc PVC 注射空針,120.0,2021-06-27,25,False,5.0,2.0,2021
12559,DLN5,A00120033,2.5-3cc PVC 注射空針,150.0,2021-07-04,26,False,5.0,2.0,2021
12666,DLN5,A00120033,2.5-3cc PVC 注射空針,195.0,2021-07-11,27,False,5.0,2.0,2021
12778,DLN5,A00120033,2.5-3cc PVC 注射空針,179.0,2021-07-18,28,False,5.0,2.0,2021
12857,DLN5,A00120033,2.5-3cc PVC 注射空針,125.0,2021-07-25,29,False,5.0,2.0,2021
12946,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,2021-08-01,30,False,5.0,2.0,2021
13034,DLN5,A00120033,2.5-3cc PVC 注射空針,138.0,2021-08-08,31,False,5.0,2.0,2021
13128,DLN5,A00120033,2.5-3cc PVC 注射空針,138.0,2021-08-15,32,False,5.0,2.0,2021
13226,DLN5,A00120033,2.5-3cc PVC 注射空針,154.0,2021-08-22,33,False,5.0,2.0,2021
13323,DLN5,A00120033,2.5-3cc PVC 注射空針,184.0,2021-08-29,34,False,5.0,2.0,2021
13431,DLN5,A00120033,2.5-3cc PVC 注射空針,240.0,2021-09-05,35,False,4.0,3.0,2021
13530,DLN5,A00120033,2.5-3cc PVC 注射空針,189.0,2021-09-12,36,False,5.0,2.0,2021
13626,DLN5,A00120033,2.5-3cc PVC 注射空針,153.0,2021-09-19,37,False,5.0,2.0,2021
13696,DLN5,A00120033,2.5-3cc PVC 注射空針,140.0,2021-09-26,38,True,3.0,4.0,2021
13802,DLN5,A00120033,2.5-3cc PVC 注射空針,200.0,2021-10-03,39,False,5.0,2.0,2021
13886,DLN5,A00120033,2.5-3cc PVC 注射空針,137.0,2021-10-10,40,False,5.0,2.0,2021
13959,DLN5,A00120033,2.5-3cc PVC 注射空針,123.0,2021-10-17,41,False,4.0,3.0,2021
14042,DLN5,A00120033,2.5-3cc PVC 注射空針,164.0,2021-10-24,42,False,5.0,2.0,2021
14142,DLN5,A00120033,2.5-3cc PVC 注射空針,184.0,2021-10-31,43,False,5.0,2.0,2021
14238,DLN5,A00120033,2.5-3cc PVC 注射空針,179.0,2021-11-07,44,False,5.0,2.0,2021
14337,DLN5,A00120033,2.5-3cc PVC 注射空針,175.0,2021-11-14,45,False,5.0,2.0,2021
14429,DLN5,A00120033,2.5-3cc PVC 注射空針,143.0,2021-11-21,46,False,5.0,2.0,2021
14522,DLN5,A00120033,2.5-3cc PVC 注射空針,187.0,2021-11-28,47,False,5.0,2.0,2021
14599,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,2021-12-05,48,False,5.0,2.0,2021
14674,DLN5,A00120033,2.5-3cc PVC 注射空針,164.0,2021-12-12,49,False,5.0,2.0,2021
14774,DLN5,A00120033,2.5-3cc PVC 注射空針,164.0,2021-12-19,50,False,5.0,2.0,2021
14872,DLN5,A00120033,2.5-3cc PVC 注射空針,149.0,2021-12-26,51,False,5.0,2.0,2021
14938,DLN5,A00120033,2.5-3cc PVC 注射空針,99.0,2021-12-31,52,True,4.0,2.0,2021
