,庫房,料號,品名,數量,帳務日期,週,工作日,工作天數,休假天數,年
3464,DLN5,A00120067,5cc 塑膠注射空針,244.0,2019-09-29,39,True,5.0,2.0,2019
3541,DLN5,A00120067,5cc 塑膠注射空針,282.0,2019-10-06,40,False,5.0,2.0,2019
3633,DLN5,A00120067,5cc 塑膠注射空針,330.0,2019-10-13,41,False,3.0,4.0,2019
3710,DLN5,A00120067,5cc 塑膠注射空針,220.0,2019-10-20,42,False,5.0,2.0,2019
3808,DLN5,A00120067,5cc 塑膠注射空針,375.0,2019-10-27,43,False,5.0,2.0,2019
3873,DLN5,A00120067,5cc 塑膠注射空針,257.0,2019-11-03,44,False,5.0,2.0,2019
3926,DLN5,A00120067,5cc 塑膠注射空針,203.0,2019-11-10,45,False,5.0,2.0,2019
4002,DLN5,A00120067,5cc 塑膠注射空針,322.0,2019-11-17,46,False,5.0,2.0,2019
4097,DLN5,A00120067,5cc 塑膠注射空針,382.0,2019-11-24,47,False,5.0,2.0,2019
4185,DLN5,A00120067,5cc 塑膠注射空針,351.0,2019-12-01,48,False,5.0,2.0,2019
4266,DLN5,A00120067,5cc 塑膠注射空針,324.0,2019-12-08,49,False,5.0,2.0,2019
4333,DLN5,A00120067,5cc 塑膠注射空針,291.0,2019-12-15,50,False,5.0,2.0,2019
4413,DLN5,A00120067,5cc 塑膠注射空針,309.0,2019-12-22,51,False,5.0,2.0,2019
4512,DLN5,A00120067,5cc 塑膠注射空針,326.0,2019-12-29,52,False,5.0,2.0,2019
4553,DLN5,A00120067,5cc 塑膠注射空針,177.0,2020-01-05,1,False,2.0,3.0,2020
4620,DLN5,A00120067,5cc 塑膠注射空針,257.0,2020-01-12,2,False,5.0,2.0,2020
4675,DLN5,A00120067,5cc 塑膠注射空針,240.0,2020-01-19,3,True,5.0,2.0,2020
4697,DLN5,A00120067,5cc 塑膠注射空針,91.0,2020-01-22,4,True,3.0,4.0,2020
4715,DLN5,A00120067,5cc 塑膠注射空針,74.0,2020-02-02,5,False,2.0,5.0,2020
4794,DLN5,A00120067,5cc 塑膠注射空針,377.0,2020-02-09,6,False,5.0,2.0,2020
4881,DLN5,A00120067,5cc 塑膠注射空針,326.0,2020-02-16,7,False,5.0,2.0,2020
4971,DLN5,A00120067,5cc 塑膠注射空針,344.0,2020-02-23,8,False,5.0,2.0,2020
5043,DLN5,A00120067,5cc 塑膠注射空針,255.0,2020-03-01,9,False,4.0,3.0,2020
5104,DLN5,A00120067,5cc 塑膠注射空針,282.0,2020-03-08,10,False,5.0,2.0,2020
5189,DLN5,A00120067,5cc 塑膠注射空針,379.0,2020-03-15,11,False,5.0,2.0,2020
5288,DLN5,A00120067,5cc 塑膠注射空針,376.0,2020-03-22,12,False,5.0,2.0,2020
5374,DLN5,A00120067,5cc 塑膠注射空針,364.0,2020-03-29,13,False,5.0,2.0,2020
5443,DLN5,A00120067,5cc 塑膠注射空針,334.0,2020-04-05,14,False,3.0,4.0,2020
5531,DLN5,A00120067,5cc 塑膠注射空針,404.0,2020-04-12,15,False,5.0,2.0,2020
5631,DLN5,A00120067,5cc 塑膠注射空針,421.0,2020-04-19,16,False,5.0,2.0,2020
5691,DLN5,A00120067,5cc 塑膠注射空針,305.0,2020-04-26,17,True,5.0,2.0,2020
5757,DLN5,A00120067,5cc 塑膠注射空針,354.0,2020-05-03,18,False,4.0,3.0,2020
5807,DLN5,A00120067,5cc 塑膠注射空針,252.0,2020-05-10,19,False,5.0,2.0,2020
5876,DLN5,A00120067,5cc 塑膠注射空針,258.0,2020-05-17,20,False,5.0,2.0,2020
5938,DLN5,A00120067,5cc 塑膠注射空針,240.0,2020-05-24,21,False,5.0,2.0,2020
5998,DLN5,A00120067,5cc 塑膠注射空針,287.0,2020-05-31,22,False,5.0,2.0,2020
6074,DLN5,A00120067,5cc 塑膠注射空針,229.0,2020-06-07,23,False,5.0,2.0,2020
6166,DLN5,A00120067,5cc 塑膠注射空針,338.0,2020-06-14,24,False,5.0,2.0,2020
6268,DLN5,A00120067,5cc 塑膠注射空針,377.0,2020-06-21,25,False,5.0,2.0,2020
6343,DLN5,A00120067,5cc 塑膠注射空針,288.0,2020-06-28,26,True,3.0,4.0,2020
6432,DLN5,A00120067,5cc 塑膠注射空針,309.0,2020-07-05,27,False,5.0,2.0,2020
6508,DLN5,A00120067,5cc 塑膠注射空針,315.0,2020-07-12,28,False,5.0,2.0,2020
6598,DLN5,A00120067,5cc 塑膠注射空針,284.0,2020-07-19,29,False,5.0,2.0,2020
6705,DLN5,A00120067,5cc 塑膠注射空針,341.0,2020-07-26,30,False,5.0,2.0,2020
6781,DLN5,A00120067,5cc 塑膠注射空針,313.0,2020-08-02,31,False,5.0,2.0,2020
6892,DLN5,A00120067,5cc 塑膠注射空針,404.0,2020-08-09,32,False,5.0,2.0,2020
6998,DLN5,A00120067,5cc 塑膠注射空針,385.0,2020-08-16,33,False,5.0,2.0,2020
7098,DLN5,A00120067,5cc 塑膠注射空針,357.0,2020-08-23,34,False,5.0,2.0,2020
7202,DLN5,A00120067,5cc 塑膠注射空針,415.0,2020-08-30,35,False,5.0,2.0,2020
7288,DLN5,A00120067,5cc 塑膠注射空針,298.0,2020-09-06,36,False,4.0,3.0,2020
7373,DLN5,A00120067,5cc 塑膠注射空針,269.0,2020-09-13,37,False,5.0,2.0,2020
7467,DLN5,A00120067,5cc 塑膠注射空針,336.0,2020-09-20,38,False,5.0,2.0,2020
7581,DLN5,A00120067,5cc 塑膠注射空針,420.0,2020-09-22,39,True,5.0,2.0,2020
7661,DLN5,A00120067,5cc 塑膠注射空針,320.0,2020-10-04,40,False,3.0,4.0,2020
7733,DLN5,A00120067,5cc 塑膠注射空針,259.0,2020-10-11,41,False,4.0,3.0,2020
7828,DLN5,A00120067,5cc 塑膠注射空針,426.0,2020-10-18,42,False,5.0,2.0,2020
7930,DLN5,A00120067,5cc 塑膠注射空針,354.0,2020-10-25,43,False,5.0,2.0,2020
8015,DLN5,A00120067,5cc 塑膠注射空針,361.0,2020-11-01,44,False,5.0,2.0,2020
8130,DLN5,A00120067,5cc 塑膠注射空針,404.0,2020-11-08,45,False,5.0,2.0,2020
8215,DLN5,A00120067,5cc 塑膠注射空針,295.0,2020-11-15,46,False,5.0,2.0,2020
8330,DLN5,A00120067,5cc 塑膠注射空針,389.0,2020-11-22,47,False,5.0,2.0,2020
8431,DLN5,A00120067,5cc 塑膠注射空針,357.0,2020-11-29,48,False,5.0,2.0,2020
8515,DLN5,A00120067,5cc 塑膠注射空針,354.0,2020-12-06,49,False,5.0,2.0,2020
8590,DLN5,A00120067,5cc 塑膠注射空針,279.0,2020-12-13,50,False,5.0,2.0,2020
8673,DLN5,A00120067,5cc 塑膠注射空針,398.0,2020-12-20,51,False,5.0,2.0,2020
8779,DLN5,A00120067,5cc 塑膠注射空針,361.0,2020-12-27,52,False,5.0,2.0,2020
8951,DLN5,A00120067,5cc 塑膠注射空針,358.0,2021-01-10,1,False,5.0,2.0,2021
9053,DLN5,A00120067,5cc 塑膠注射空針,420.0,2021-01-17,2,False,5.0,2.0,2021
9120,DLN5,A00120067,5cc 塑膠注射空針,271.0,2021-01-24,3,False,5.0,2.0,2021
8861,DLN5,A00120067,5cc 塑膠注射空針,278.0,2021-01-29,4,True,5.0,2.0,2021
9194,DLN5,A00120067,5cc 塑膠注射空針,350.0,2021-02-07,5,True,5.0,2.0,2021
9204,DLN5,A00120067,5cc 塑膠注射空針,37.0,2021-02-09,6,True,2.0,5.0,2021
9267,DLN5,A00120067,5cc 塑膠注射空針,272.0,2021-02-21,7,False,3.0,4.0,2021
9375,DLN5,A00120067,5cc 塑膠注射空針,407.0,2021-02-28,8,False,5.0,2.0,2021
9459,DLN5,A00120067,5cc 塑膠注射空針,365.0,2021-03-07,9,False,4.0,3.0,2021
9542,DLN5,A00120067,5cc 塑膠注射空針,343.0,2021-03-14,10,False,5.0,2.0,2021
9645,DLN5,A00120067,5cc 塑膠注射空針,366.0,2021-03-21,11,False,5.0,2.0,2021
9732,DLN5,A00120067,5cc 塑膠注射空針,338.0,2021-03-28,12,False,5.0,2.0,2021
9813,DLN5,A00120067,5cc 塑膠注射空針,285.0,2021-04-04,13,False,4.0,3.0,2021
9898,DLN5,A00120067,5cc 塑膠注射空針,356.0,2021-04-11,14,False,4.0,3.0,2021
9977,DLN5,A00120067,5cc 塑膠注射空針,271.0,2021-04-18,15,False,5.0,2.0,2021
10044,DLN5,A00120067,5cc 塑膠注射空針,226.0,2021-04-25,16,True,5.0,2.0,2021
10134,DLN5,A00120067,5cc 塑膠注射空針,317.0,2021-05-02,17,False,5.0,2.0,2021
10228,DLN5,A00120067,5cc 塑膠注射空針,336.0,2021-05-09,18,False,5.0,2.0,2021
10304,DLN5,A00120067,5cc 塑膠注射空針,251.0,2021-05-16,19,False,5.0,2.0,2021
10379,DLN5,A00120067,5cc 塑膠注射空針,221.0,2021-05-23,20,False,5.0,2.0,2021
10440,DLN5,A00120067,5cc 塑膠注射空針,240.0,2021-05-30,21,False,5.0,2.0,2021
10518,DLN5,A00120067,5cc 塑膠注射空針,259.0,2021-06-06,22,False,5.0,2.0,2021
10581,DLN5,A00120067,5cc 塑膠注射空針,261.0,2021-06-13,23,False,5.0,2.0,2021
10627,DLN5,A00120067,5cc 塑膠注射空針,190.0,2021-06-19,24,False,4.0,3.0,2021
10686,DLN5,A00120067,5cc 塑膠注射空針,211.0,2021-06-27,25,False,5.0,2.0,2021
10751,DLN5,A00120067,5cc 塑膠注射空針,254.0,2021-07-04,26,False,5.0,2.0,2021
10854,DLN5,A00120067,5cc 塑膠注射空針,368.0,2021-07-11,27,False,5.0,2.0,2021
10956,DLN5,A00120067,5cc 塑膠注射空針,374.0,2021-07-18,28,False,5.0,2.0,2021
11038,DLN5,A00120067,5cc 塑膠注射空針,267.0,2021-07-25,29,False,5.0,2.0,2021
11129,DLN5,A00120067,5cc 塑膠注射空針,307.0,2021-08-01,30,False,5.0,2.0,2021
11230,DLN5,A00120067,5cc 塑膠注射空針,312.0,2021-08-08,31,False,5.0,2.0,2021
11322,DLN5,A00120067,5cc 塑膠注射空針,306.0,2021-08-15,32,False,5.0,2.0,2021
11392,DLN5,A00120067,5cc 塑膠注射空針,267.0,2021-08-19,33,True,5.0,2.0,2021
11467,DLN5,A00120067,5cc 塑膠注射空針,302.0,2021-08-29,34,False,5.0,2.0,2021
11552,DLN5,A00120067,5cc 塑膠注射空針,379.0,2021-09-05,35,False,4.0,3.0,2021
11642,DLN5,A00120067,5cc 塑膠注射空針,357.0,2021-09-12,36,False,5.0,2.0,2021
11759,DLN5,A00120067,5cc 塑膠注射空針,352.0,2021-09-19,37,False,5.0,2.0,2021
11828,DLN5,A00120067,5cc 塑膠注射空針,281.0,2021-09-26,38,True,3.0,4.0,2021
11945,DLN5,A00120067,5cc 塑膠注射空針,424.0,2021-10-03,39,False,5.0,2.0,2021
12014,DLN5,A00120067,5cc 塑膠注射空針,241.0,2021-10-10,40,False,5.0,2.0,2021
12076,DLN5,A00120067,5cc 塑膠注射空針,240.0,2021-10-17,41,False,4.0,3.0,2021
12136,DLN5,A00120067,5cc 塑膠注射空針,265.0,2021-10-24,42,False,5.0,2.0,2021
12225,DLN5,A00120067,5cc 塑膠注射空針,337.0,2021-10-31,43,False,5.0,2.0,2021
12309,DLN5,A00120067,5cc 塑膠注射空針,344.0,2021-11-07,44,False,5.0,2.0,2021
12388,DLN5,A00120067,5cc 塑膠注射空針,288.0,2021-11-14,45,False,5.0,2.0,2021
12448,DLN5,A00120067,5cc 塑膠注射空針,224.0,2021-11-21,46,False,5.0,2.0,2021
12539,DLN5,A00120067,5cc 塑膠注射空針,343.0,2021-11-28,47,False,5.0,2.0,2021
12619,DLN5,A00120067,5cc 塑膠注射空針,296.0,2021-12-05,48,False,5.0,2.0,2021
12676,DLN5,A00120067,5cc 塑膠注射空針,265.0,2021-12-12,49,False,5.0,2.0,2021
12753,DLN5,A00120067,5cc 塑膠注射空針,277.0,2021-12-19,50,False,5.0,2.0,2021
12833,DLN5,A00120067,5cc 塑膠注射空針,325.0,2021-12-26,51,False,5.0,2.0,2021
12902,DLN5,A00120067,5cc 塑膠注射空針,209.0,2021-12-31,52,True,4.0,2.0,2021
