,庫房,料號,品名,數量,帳務日期,工作日,週,年,工作天數,休假天數
63,DLN5,J00300505,小腿尿袋,1.0,2022/1/24,True,4,2022,5.0,2.0
64,DLN5,J00300505,小腿尿袋,1.0,2022/2/11,True,6,2022,5.0,2.0
65,DLN5,J00300505,小腿尿袋,1.0,2022/2/13,False,6,2022,5.0,2.0
66,DLN5,J00300505,小腿尿袋,1.0,2022/2/15,True,7,2022,5.0,2.0
67,DLN5,J00300505,小腿尿袋,1.0,2022/2/16,True,7,2022,5.0,2.0
68,DLN5,J00300505,小腿尿袋,1.0,2022/2/19,False,7,2022,5.0,2.0
69,DLN5,J00300505,小腿尿袋,1.0,2022/2/21,True,8,2022,5.0,2.0
70,DLN5,J00300505,小腿尿袋,1.0,2022/2/23,True,8,2022,5.0,2.0
71,DLN5,J00300505,小腿尿袋,1.0,2022/2/28,True,9,2022,4.0,3.0
72,DLN5,J00300505,小腿尿袋,1.0,2022/3/12,False,10,2022,5.0,2.0
73,DLN5,J00300505,小腿尿袋,1.0,2022/3/14,True,11,2022,5.0,2.0
74,DLN5,J00300505,小腿尿袋,1.0,2022/3/14,True,11,2022,5.0,2.0
75,DLN5,J00300505,小腿尿袋,1.0,2022/3/19,False,11,2022,5.0,2.0
76,DLN5,J00300505,小腿尿袋,1.0,2022/3/27,False,12,2022,5.0,2.0
77,DLN5,J00300505,小腿尿袋,1.0,2022/3/28,True,13,2022,5.0,2.0
78,DLN5,J00300505,小腿尿袋,1.0,2022/3/29,True,13,2022,5.0,2.0
79,DLN5,J00300505,小腿尿袋,1.0,2022/3/29,True,13,2022,5.0,2.0
80,DLN5,J00300505,小腿尿袋,1.0,2022/3/31,True,13,2022,5.0,2.0
81,DLN5,J00300505,小腿尿袋,1.0,2022/4/7,True,14,2022,3.0,4.0
82,DLN5,J00300505,小腿尿袋,1.0,2022/4/8,True,14,2022,3.0,4.0
83,DLN5,J00300505,小腿尿袋,1.0,2022/4/8,True,14,2022,3.0,4.0
84,DLN5,J00300505,小腿尿袋,1.0,2022/4/11,True,15,2022,5.0,2.0
85,DLN5,J00300505,小腿尿袋,1.0,2022/4/11,True,15,2022,5.0,2.0
86,DLN5,J00300505,小腿尿袋,1.0,2022/4/16,False,15,2022,5.0,2.0
87,DLN5,J00300505,小腿尿袋,1.0,2022/4/19,True,16,2022,5.0,2.0
88,DLN5,J00300505,小腿尿袋,1.0,2022/4/21,True,16,2022,5.0,2.0
89,DLN5,J00300505,小腿尿袋,1.0,2022/4/22,True,16,2022,5.0,2.0
90,DLN5,J00300505,小腿尿袋,1.0,2022/4/22,True,16,2022,5.0,2.0
91,DLN5,J00300505,小腿尿袋,1.0,2022/4/25,True,17,2022,5.0,2.0
92,DLN5,J00300505,小腿尿袋,1.0,2022/4/28,True,17,2022,5.0,2.0
93,DLN5,J00300505,小腿尿袋,1.0,2022/5/3,False,18,2022,5.0,2.0
94,DLN5,J00300505,小腿尿袋,1.0,2022/5/10,True,19,2022,5.0,2.0
95,DLN5,J00300505,小腿尿袋,1.0,2022/5/10,True,19,2022,5.0,2.0
96,DLN5,J00300505,小腿尿袋,1.0,2022/5/14,False,19,2022,5.0,2.0
97,DLN5,J00300505,小腿尿袋,1.0,2022/5/16,True,20,2022,5.0,2.0
98,DLN5,J00300505,小腿尿袋,1.0,2022/5/18,True,20,2022,5.0,2.0
99,DLN5,J00300505,小腿尿袋,1.0,2022/5/22,False,20,2022,5.0,2.0
100,DLN5,J00300505,小腿尿袋,1.0,2022/5/22,False,20,2022,5.0,2.0
101,DLN5,J00300505,小腿尿袋,1.0,2022/5/24,True,21,2022,5.0,2.0
102,DLN5,J00300505,小腿尿袋,1.0,2022/5/24,True,21,2022,5.0,2.0
103,DLN5,J00300505,小腿尿袋,1.0,2022/5/26,True,21,2022,5.0,2.0
104,DLN5,J00300505,小腿尿袋,1.0,2022/5/27,True,21,2022,5.0,2.0
105,DLN5,J00300505,小腿尿袋,1.0,2022/5/29,False,21,2022,5.0,2.0
106,DLN5,J00300505,小腿尿袋,1.0,2022/5/31,True,22,2022,4.0,3.0
107,DLN5,J00300505,小腿尿袋,1.0,2022/6/3,False,22,2022,4.0,3.0
108,DLN5,J00300505,小腿尿袋,1.0,2022/6/3,False,22,2022,4.0,3.0
109,DLN5,J00300505,小腿尿袋,1.0,2022/6/4,False,22,2022,4.0,3.0
110,DLN5,J00300505,小腿尿袋,1.0,2022/6/5,False,22,2022,4.0,3.0
111,DLN5,J00300505,小腿尿袋,1.0,2022/6/29,True,26,2022,5.0,2.0
112,DLN5,J00300505,小腿尿袋,1.0,2022/7/10,False,27,2022,5.0,2.0
113,DLN5,J00300505,小腿尿袋,1.0,2022/7/5,True,27,2022,5.0,2.0
114,DLN5,J00300505,小腿尿袋,1.0,2022/7/5,True,27,2022,5.0,2.0
115,DLN5,J00300505,小腿尿袋,1.0,2022/7/5,True,27,2022,5.0,2.0
116,DLN5,J00300505,小腿尿袋,1.0,2022/7/5,True,27,2022,5.0,2.0
117,DLN5,J00300505,小腿尿袋,1.0,2022/7/5,True,27,2022,5.0,2.0
118,DLN5,J00300505,小腿尿袋,1.0,2022/7/7,True,27,2022,5.0,2.0
119,DLN5,J00300505,小腿尿袋,1.0,2022/7/13,True,28,2022,5.0,2.0
120,DLN5,J00300505,小腿尿袋,1.0,2022/7/13,True,28,2022,5.0,2.0
121,DLN5,J00300505,小腿尿袋,1.0,2022/7/18,True,29,2022,5.0,2.0
122,DLN5,J00300505,小腿尿袋,1.0,2022/7/18,True,29,2022,5.0,2.0
123,DLN5,J00300505,小腿尿袋,1.0,2022/7/18,True,29,2022,5.0,2.0
124,DLN5,J00300505,小腿尿袋,1.0,2022/7/27,True,30,2022,5.0,2.0
125,DLN5,J00300505,小腿尿袋,1.0,2022/8/1,True,31,2022,5.0,2.0
126,DLN5,J00300505,小腿尿袋,1.0,2022/8/4,True,31,2022,5.0,2.0
127,DLN5,J00300505,小腿尿袋,1.0,2022/8/10,True,32,2022,5.0,2.0
128,DLN5,J00300505,小腿尿袋,1.0,2022/8/14,False,32,2022,5.0,2.0
129,DLN5,J00300505,小腿尿袋,1.0,2022/8/8,True,32,2022,5.0,2.0
130,DLN5,J00300505,小腿尿袋,1.0,2022/8/8,True,32,2022,5.0,2.0
131,DLN5,J00300505,小腿尿袋,1.0,2022/8/15,True,33,2022,5.0,2.0
132,DLN5,J00300505,小腿尿袋,1.0,2022/8/17,True,33,2022,5.0,2.0
133,DLN5,J00300505,小腿尿袋,1.0,2022/8/20,False,33,2022,5.0,2.0
134,DLN5,J00300505,小腿尿袋,1.0,2022/8/26,True,34,2022,5.0,2.0
135,DLN5,J00300505,小腿尿袋,1.0,2022/8/27,False,34,2022,5.0,2.0
136,DLN5,J00300505,小腿尿袋,1.0,2022/9/1,True,35,2022,5.0,2.0
137,DLN5,J00300505,小腿尿袋,1.0,2022/9/10,False,36,2022,4.0,3.0
138,DLN5,J00300505,小腿尿袋,1.0,2022/9/8,True,36,2022,4.0,3.0
139,DLN5,J00300505,小腿尿袋,1.0,2022/9/12,False,37,2022,5.0,2.0
140,DLN5,J00300505,小腿尿袋,1.0,2022/9/14,True,37,2022,5.0,2.0
141,DLN5,J00300505,小腿尿袋,1.0,2022/9/17,False,37,2022,5.0,2.0
142,DLN5,J00300505,小腿尿袋,1.0,2022/9/18,False,37,2022,5.0,2.0
143,DLN5,J00300505,小腿尿袋,1.0,2022/9/19,True,38,2022,5.0,2.0
144,DLN5,J00300505,小腿尿袋,1.0,2022/9/24,False,38,2022,5.0,2.0
145,DLN5,J00300505,小腿尿袋,1.0,2022/9/25,False,38,2022,5.0,2.0
146,DLN5,J00300505,小腿尿袋,1.0,2022/9/25,False,38,2022,5.0,2.0
147,DLN5,J00300505,小腿尿袋,1.0,2022/10/2,False,39,2022,5.0,2.0
148,DLN5,J00300505,小腿尿袋,1.0,2022/9/27,True,39,2022,5.0,2.0
149,DLN5,J00300505,小腿尿袋,1.0,2022/9/27,True,39,2022,5.0,2.0
150,DLN5,J00300505,小腿尿袋,1.0,2022/9/28,True,39,2022,5.0,2.0
151,DLN5,J00300505,小腿尿袋,1.0,2022/9/28,True,39,2022,5.0,2.0
152,DLN5,J00300505,小腿尿袋,1.0,2022/9/29,True,39,2022,5.0,2.0
153,DLN5,J00300505,小腿尿袋,1.0,2022/9/30,True,39,2022,5.0,2.0
154,DLN5,J00300505,小腿尿袋,1.0,2022/10/3,False,40,2022,5.0,2.0
155,DLN5,J00300505,小腿尿袋,1.0,2022/10/4,False,40,2022,5.0,2.0
156,DLN5,J00300505,小腿尿袋,1.0,2022/10/4,False,40,2022,5.0,2.0
157,DLN5,J00300505,小腿尿袋,1.0,2022/10/5,False,40,2022,5.0,2.0
158,DLN5,J00300505,小腿尿袋,1.0,2022/10/6,False,40,2022,5.0,2.0
159,DLN5,J00300505,小腿尿袋,1.0,2022/10/6,False,40,2022,5.0,2.0
160,DLN5,J00300505,小腿尿袋,1.0,2022/10/9,True,40,2022,5.0,2.0
161,DLN5,J00300505,小腿尿袋,1.0,2022/10/9,True,40,2022,5.0,2.0
162,DLN5,J00300505,小腿尿袋,1.0,2022/10/10,True,41,2022,4.0,3.0
163,DLN5,J00300505,小腿尿袋,1.0,2022/10/11,True,41,2022,4.0,3.0
164,DLN5,J00300505,小腿尿袋,1.0,2022/10/14,True,41,2022,4.0,3.0
165,DLN5,J00300505,小腿尿袋,1.0,2022/10/16,False,41,2022,4.0,3.0
166,DLN5,J00300505,小腿尿袋,1.0,2022/10/20,True,42,2022,5.0,2.0
167,DLN5,J00300505,小腿尿袋,1.0,2022/10/21,True,42,2022,5.0,2.0
168,DLN5,J00300505,小腿尿袋,1.0,2022/10/23,False,42,2022,5.0,2.0
169,DLN5,J00300505,小腿尿袋,1.0,2022/10/24,True,43,2022,5.0,2.0
170,DLN5,J00300505,小腿尿袋,1.0,2022/10/24,True,43,2022,5.0,2.0
171,DLN5,J00300505,小腿尿袋,1.0,2022/10/26,True,43,2022,5.0,2.0
172,DLN5,J00300505,小腿尿袋,1.0,2022/10/29,False,43,2022,5.0,2.0
173,DLN5,J00300505,小腿尿袋,1.0,2022/10/30,False,43,2022,5.0,2.0
174,DLN5,J00300505,小腿尿袋,1.0,2022/10/31,True,44,2022,5.0,2.0
175,DLN5,J00300505,小腿尿袋,1.0,2022/10/31,True,44,2022,5.0,2.0
176,DLN5,J00300505,小腿尿袋,1.0,2022/11/2,True,44,2022,5.0,2.0
177,DLN5,J00300505,小腿尿袋,1.0,2022/11/3,True,44,2022,5.0,2.0
178,DLN5,J00300505,小腿尿袋,1.0,2022/11/5,False,44,2022,5.0,2.0
179,DLN5,J00300505,小腿尿袋,1.0,2022/11/5,False,44,2022,5.0,2.0
180,DLN5,J00300505,小腿尿袋,1.0,2022/11/10,True,45,2022,5.0,2.0
181,DLN5,J00300505,小腿尿袋,1.0,2022/11/12,False,45,2022,5.0,2.0
182,DLN5,J00300505,小腿尿袋,1.0,2022/11/12,False,45,2022,5.0,2.0
183,DLN5,J00300505,小腿尿袋,1.0,2022/11/13,False,45,2022,5.0,2.0
184,DLN5,J00300505,小腿尿袋,1.0,2022/11/7,True,45,2022,5.0,2.0
185,DLN5,J00300505,小腿尿袋,1.0,2022/11/7,True,45,2022,5.0,2.0
186,DLN5,J00300505,小腿尿袋,1.0,2022/11/7,True,45,2022,5.0,2.0
187,DLN5,J00300505,小腿尿袋,1.0,2022/11/19,False,46,2022,5.0,2.0
188,DLN5,J00300505,小腿尿袋,1.0,2022/11/23,True,47,2022,5.0,2.0
189,DLN5,J00300505,小腿尿袋,1.0,2022/12/2,True,48,2022,5.0,2.0
190,DLN5,J00300505,小腿尿袋,1.0,2022/12/2,True,48,2022,5.0,2.0
191,DLN5,J00300505,小腿尿袋,1.0,2022/12/4,False,48,2022,5.0,2.0
192,DLN5,J00300505,小腿尿袋,1.0,2022/12/7,True,49,2022,5.0,2.0
193,DLN5,J00300505,小腿尿袋,1.0,2022/12/7,True,49,2022,5.0,2.0
194,DLN5,J00300505,小腿尿袋,1.0,2022/12/8,True,49,2022,5.0,2.0
195,DLN5,J00300505,小腿尿袋,1.0,2022/12/8,True,49,2022,5.0,2.0
196,DLN5,J00300505,小腿尿袋,1.0,2022/12/9,True,49,2022,5.0,2.0
197,DLN5,J00300505,小腿尿袋,1.0,2022/12/15,True,50,2022,5.0,2.0
198,DLN5,J00300505,小腿尿袋,1.0,2022/12/18,False,50,2022,5.0,2.0
199,DLN5,J00300505,小腿尿袋,1.0,2022/12/19,True,51,2022,5.0,2.0
200,DLN5,J00300505,小腿尿袋,1.0,2022/12/21,True,51,2022,5.0,2.0
201,DLN5,J00300505,小腿尿袋,1.0,2022/12/22,True,51,2022,5.0,2.0
202,DLN5,J00300505,小腿尿袋,1.0,2022/1/1,False,52,2022,5.0,3.0
203,DLN5,J00300505,小腿尿袋,1.0,2022/12/26,True,52,2022,5.0,3.0
204,DLN5,J00300505,小腿尿袋,1.0,2022/12/27,True,52,2022,5.0,3.0
205,DLN5,J00300505,小腿尿袋,1.0,2022/12/30,True,52,2022,5.0,3.0
206,DLN5,J00300505,小腿尿袋,1.0,2022/12/30,True,52,2022,5.0,3.0
207,DLN5,J00300505,小腿尿袋,1.0,2022/12/31,False,52,2022,5.0,3.0
