"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"12","1003.5","...","1005.4","2021-08-12 09:04","1001.1","2021-08-12 15:46","28.5","32.8","2021-08-12 14:49","24.6","2021-08-12 05:51","...","76","55","2021-08-12 14:51","1.8","227","7.3","262","2021-08-12 14:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1001.0","...","1002.9","2021-08-14 00:00","999.2","2021-08-13 13:57","28.0","32.6","2021-08-13 12:13","25.2","2021-08-13 04:50","...","77","57","2021-08-13 12:13","2.1","65","11.9","218","2021-08-13 13:57","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1001.5","...","1004.7","2021-08-14 21:42","999.8","2021-08-14 04:17","27.8","31.0","2021-08-14 13:58","23.9","2021-08-14 05:34","...","78","64","2021-08-14 13:19","2.3","217","9.9","222","2021-08-14 20:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1005.1","...","1007.5","2021-08-15 22:46","1003.2","2021-08-15 03:45","28.7","33.0","2021-08-15 13:28","24.9","2021-08-15 05:46","...","76","53","2021-08-15 13:32","1.6","212","7.9","212","2021-08-15 10:33","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1006.5","...","1007.6","2021-08-16 22:34","1004.6","2021-08-16 14:46","28.7","33.3","2021-08-16 12:43","25.6","2021-08-16 04:15","...","78","57","2021-08-16 12:33","1.4","197","6.2","303","2021-08-16 12:49","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1004.3","...","1006.9","2021-08-17 00:05","1001.6","2021-08-17 16:15","29.4","33.3","2021-08-17 15:01","25.4","2021-08-17 05:45","...","75","56","2021-08-17 12:16","1.4","84","7.5","248","2021-08-17 16:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1002.4","...","1004.0","2021-08-18 09:14","1000.2","2021-08-18 15:23","28.1","32.3","2021-08-18 16:08","22.8","2021-08-18 21:36","...","78","55","2021-08-18 16:08","0.9","233","7.3","137","2021-08-18 20:51","19.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1002.6","...","1003.9","2021-08-19 22:21","999.9","2021-08-19 14:56","27.1","34.2","2021-08-19 13:32","22.8","2021-08-19 16:42","...","84","49","2021-08-19 13:57","1.3","76","10.8","280","2021-08-19 15:07","7.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1003.4","...","1005.0","2021-08-20 09:40","1001.4","2021-08-20 16:16","28.8","34.0","2021-08-20 14:13","23.3","2021-08-20 05:23","...","74","47","2021-08-20 12:52","1.0","49","7.2","262","2021-08-20 16:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1002.5","...","1003.8","2021-08-21 08:57","1000.2","2021-08-21 15:14","29.2","33.4","2021-08-21 13:49","25.3","2021-08-21 05:47","...","73","54","2021-08-21 14:08","1.2","130","7.6","299","2021-08-21 15:46","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1001.4","...","1002.8","2021-08-22 09:09","999.5","2021-08-22 16:49","29.1","34.1","2021-08-22 13:14","24.8","2021-08-22 05:24","...","70","48","2021-08-22 13:15","1.3","52","6.6","258","2021-08-22 17:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1001.6","...","1002.9","2021-08-23 22:26","1000.4","2021-08-23 15:24","29.1","33.1","2021-08-23 13:48","25.3","2021-08-23 05:23","...","72","54","2021-08-23 12:08","1.6","214","6.8","251","2021-08-23 12:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1002.4","...","1004.3","2021-08-24 22:28","1000.6","2021-08-24 14:33","28.2","33.3","2021-08-24 12:26","25.4","2021-08-24 05:52","...","79","53","2021-08-24 11:08","1.4","101","9.2","184","2021-08-24 15:08","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1003.8","...","1006.4","2021-08-25 22:19","1001.4","2021-08-25 14:30","27.5","34.0","2021-08-25 12:42","23.9","2021-08-25 05:24","...","81","50","2021-08-25 12:43","1.4","73","6.8","166","2021-08-25 17:48","7.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1005.3","...","1007.1","2021-08-26 20:19","1003.4","2021-08-26 16:49","28.2","33.5","2021-08-26 12:44","24.0","2021-08-26 03:36","...","76","52","2021-08-26 12:50","1.6","114","9.6","182","2021-08-26 19:25","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1005.4","...","1006.3","2021-08-27 08:58","1003.6","2021-08-27 15:46","28.3","33.2","2021-08-27 13:19","24.2","2021-08-27 05:56","...","75","54","2021-08-27 09:45","1.1","12","7.0","291","2021-08-27 14:52","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1004.6","...","1005.7","2021-08-28 08:31","1002.7","2021-08-28 16:07","28.5","35.1","2021-08-28 13:36","24.8","2021-08-28 05:23","...","79","44","2021-08-28 13:28","1.3","92","6.9","283","2021-08-28 13:57","3.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1004.4","...","1005.7","2021-08-29 23:00","1002.8","2021-08-29 15:21","29.0","34.5","2021-08-29 14:15","25.1","2021-08-29 05:37","...","77","44","2021-08-29 13:40","1.2","62","5.3","1","2021-08-29 17:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1004.7","...","1006.7","2021-08-30 10:22","1003.3","2021-08-30 18:35","27.8","30.0","2021-08-30 15:08","25.3","2021-08-30 04:35","...","82","68","2021-08-30 15:08","1.2","200","5.4","223","2021-08-30 13:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1004.4","...","1005.7","2021-08-31 08:56","1003.3","2021-08-31 03:42","28.3","32.0","2021-08-31 11:19","25.9","2021-08-31 02:08","...","78","61","2021-08-31 15:17","2.1","193","7.7","260","2021-08-31 14:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
