"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"15","1011.9","...","1014.0","2020-01-15 09:20","1009.9","2020-01-15 14:57","16.9","23.7","2020-01-15 14:00","12.8","2020-01-15 06:40","...","90","49","2020-01-15 12:05","1.0","2","6.8","10","2020-01-15 16:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1010.9","...","1012.7","2020-01-16 09:34","1008.3","2020-01-16 14:51","18.6","24.6","2020-01-16 12:38","14.3","2020-01-16 05:36","...","83","45","2020-01-16 12:25","1.3","358","6.5","330","2020-01-16 13:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1011.4","...","1013.1","2020-01-17 22:14","1009.3","2020-01-17 15:03","16.7","21.4","2020-01-17 12:21","13.3","2020-01-17 23:52","...","87","65","2020-01-17 13:06","2.1","3","7.7","357","2020-01-17 14:39","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1012.0","...","...","...","...","...","15.5","...","...","...","...","...","82","...","...","1.5","359","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1013.4","...","...","...","...","...","16.6","...","...","...","...","...","85","...","...","1.6","328","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1014.3","...","1016.1","2020-01-20 09:58","1011.8","2020-01-20 15:02","16.3","25.8","2020-01-20 13:27","12.5","2020-01-20 06:08","...","83","35","2020-01-20 13:16","1.8","352","7.0","340","2020-01-20 14:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1015.2","...","1017.8","2020-01-21 09:58","1013.1","2020-01-21 15:47","17.6","25.0","2020-01-21 13:16","11.3","2020-01-21 06:57","...","80","39","2020-01-21 13:16","1.2","340","6.7","331","2020-01-21 14:19","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1012.7","...","1014.9","2020-01-22 09:34","1010.4","2020-01-22 15:05","20.5","27.5","2020-01-22 15:17","14.8","2020-01-22 03:34","...","78","33","2020-01-22 13:06","0.9","1","5.4","274","2020-01-22 15:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1011.1","...","1012.8","2020-01-23 09:35","1009.2","2020-01-23 15:23","22.9","28.9","2020-01-23 14:06","18.1","2020-01-23 05:00","...","74","49","2020-01-23 12:56","1.3","71","7.3","6","2020-01-23 15:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1012.1","...","1013.8","2020-01-24 09:50","1010.1","2020-01-24 15:24","21.5","26.6","2020-01-24 12:04","18.1","2020-01-24 07:25","...","89","60","2020-01-24 12:04","1.8","1","7.6","347","2020-01-24 15:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1009.2","...","1012.4","2020-01-26 00:00","1007.0","2020-01-25 17:30","20.6","26.2","2020-01-25 13:07","17.5","2020-01-25 23:57","...","89","59","2020-01-25 13:26","1.9","2","5.9","313","2020-01-25 15:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1005.2","...","...","...","...","...","17.6","...","...","...","...","...","99","...","...","1.9","360","...","...","...","17.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1007.3","...","1010.6","2020-01-27 23:11","1005.0","2020-01-27 04:43","16.5","20.8","2020-01-27 14:01","13.9","2020-01-27 23:57","...","86","62","2020-01-27 14:02","2.5","349","7.4","13","2020-01-27 09:44","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1009.7","...","1012.6","2020-01-28 21:44","1007.1","2020-01-28 06:39","14.3","17.0","2020-01-28 16:18","13.2","2020-01-28 22:52","...","89","73","2020-01-28 16:45","1.9","344","7.6","2","2020-01-28 20:21","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1011.4","...","1013.1","2020-01-29 09:45","1009.8","2020-01-29 15:47","13.1","16.2","2020-01-29 14:20","10.9","2020-01-29 23:56","...","76","61","2020-01-29 16:00","2.4","3","8.0","344","2020-01-29 12:06","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1012.7","...","...","...","...","...","12.1","...","...","...","...","...","58","...","...","2.8","349","...","...","...","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1013.7","...","1016.0","2020-01-31 22:49","1011.8","2020-01-31 16:03","12.7","20.1","2020-01-31 14:27","6.8","2020-01-31 00:52","...","62","30","2020-01-31 13:24","1.2","40","5.5","337","2020-01-31 16:20","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
