"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1001.1","...","1002.4","2020-09-10 21:32","998.3","2020-09-10 15:18","28.4","33.5","2020-09-10 13:22","26.4","2020-09-10 03:40","...","82","58","2020-09-10 13:22","1.0","23","6.6","291","2020-09-10 13:59","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1002.3","...","1004.5","2020-09-11 23:07","1000.9","2020-09-11 01:37","28.6","33.5","2020-09-11 14:29","25.1","2020-09-11 05:59","...","80","58","2020-09-11 14:10","1.2","219","8.5","147","2020-09-11 15:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1004.6","...","1006.2","2020-09-12 21:20","1003.0","2020-09-12 03:55","27.6","32.6","2020-09-12 14:26","23.9","2020-09-12 16:23","...","88","61","2020-09-12 12:05","0.8","23","5.7","346","2020-09-12 11:47","26.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1004.8","...","1006.3","2020-09-13 07:58","1003.0","2020-09-13 14:47","28.4","33.4","2020-09-13 12:18","24.8","2020-09-13 04:56","...","85","55","2020-09-13 12:40","0.8","31","5.4","329","2020-09-13 15:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1003.7","...","1005.4","2020-09-14 00:01","1001.3","2020-09-14 15:37","28.9","34.3","2020-09-14 12:38","25.3","2020-09-14 04:46","...","84","54","2020-09-14 12:26","1.0","9","6.8","313","2020-09-14 16:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1003.2","...","1004.7","2020-09-15 00:04","1000.9","2020-09-15 15:13","29.0","34.1","2020-09-15 13:56","25.4","2020-09-15 06:06","...","81","49","2020-09-15 12:14","1.1","320","7.5","294","2020-09-15 15:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1002.6","...","1003.8","2020-09-17 00:00","1001.0","2020-09-16 15:54","29.4","33.9","2020-09-16 14:02","25.0","2020-09-16 04:20","...","80","56","2020-09-16 12:20","0.8","310","5.7","338","2020-09-16 14:33","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","1002.2","...","1004.4","2020-09-17 23:42","1000.3","2020-09-17 14:48","29.6","34.6","2020-09-17 13:01","25.9","2020-09-17 05:22","...","79","57","2020-09-17 12:54","0.9","314","5.3","305","2020-09-17 15:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1005.2","...","1008.1","2020-09-18 21:49","1003.1","2020-09-18 14:54","29.3","34.5","2020-09-18 12:00","24.3","2020-09-18 23:01","...","80","53","2020-09-18 12:20","1.2","313","7.3","302","2020-09-18 14:15","6.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1006.4","...","1008.3","2020-09-19 08:50","1004.6","2020-09-19 14:27","28.8","33.7","2020-09-19 12:36","24.7","2020-09-19 01:21","...","82","56","2020-09-19 11:01","1.1","7","6.9","341","2020-09-19 15:43","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","1004.4","...","1006.1","2020-09-20 00:31","1002.3","2020-09-20 15:26","28.5","32.7","2020-09-20 12:15","25.2","2020-09-20 06:22","...","82","62","2020-09-20 15:05","1.6","32","9.8","7","2020-09-20 14:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","1003.4","...","1004.9","2020-09-21 00:22","1001.2","2020-09-21 15:20","28.2","33.1","2020-09-21 12:57","25.4","2020-09-22 00:00","...","79","57","2020-09-21 11:56","1.4","324","7.5","329","2020-09-21 15:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1002.9","...","1004.3","2020-09-22 09:03","1001.0","2020-09-22 14:46","27.5","33.3","2020-09-22 14:29","23.9","2020-09-22 05:25","...","77","52","2020-09-22 14:29","1.2","319","6.8","332","2020-09-22 15:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1003.3","...","1004.5","2020-09-23 21:04","1001.9","2020-09-23 15:39","27.7","32.6","2020-09-23 12:56","23.6","2020-09-23 05:30","...","77","57","2020-09-23 12:54","0.8","1","6.6","284","2020-09-23 15:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1003.1","...","1004.4","2020-09-24 08:53","1001.7","2020-09-24 15:06","27.2","32.9","2020-09-24 12:18","24.1","2020-09-24 05:22","...","81","52","2020-09-24 12:18","1.4","348","8.4","303","2020-09-24 14:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1002.3","...","1003.7","2020-09-25 21:23","1000.6","2020-09-25 14:36","26.3","29.9","2020-09-25 14:43","23.8","2020-09-25 06:50","...","75","59","2020-09-25 13:58","1.4","3","5.8","338","2020-09-25 13:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1002.4","...","1004.3","2020-09-26 22:01","1000.3","2020-09-26 14:48","26.9","31.8","2020-09-26 13:36","23.8","2020-09-26 05:25","...","75","60","2020-09-26 13:37","0.8","88","6.4","345","2020-09-26 15:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1004.0","...","1005.7","2020-09-27 09:02","1002.4","2020-09-27 14:29","25.5","30.4","2020-09-27 12:17","23.3","2020-09-27 05:15","...","81","64","2020-09-27 12:18","1.0","1","5.0","266","2020-09-27 11:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1003.7","...","1005.5","2020-09-28 08:24","1001.9","2020-09-28 15:01","25.6","29.9","2020-09-28 12:01","23.3","2020-09-28 06:20","...","86","69","2020-09-28 12:03","1.0","6","4.9","331","2020-09-28 16:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1001.3","...","1004.0","2020-09-30 00:00","999.2","2020-09-29 14:37","26.9","31.9","2020-09-29 13:35","23.7","2020-09-29 06:02","...","78","53","2020-09-29 15:20","1.2","9","7.2","334","2020-09-29 15:01","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1000.7","...","1002.1","2020-09-30 09:03","999.2","2020-09-30 14:07","25.9","30.3","2020-09-30 13:18","23.6","2020-09-30 23:50","...","75","55","2020-09-30 14:06","1.2","346","7.6","9","2020-09-30 15:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
