,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
7,2020-10-07,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,41,0.0,,,,,,,,,,,
8,2020-11-05,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,45,,,,,,,,,,,,
9,2020-11-11,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,46,,,,,,,,,,,,
10,2020-12-23,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,52,,,,,,,,,,,,
0,2021-01-20,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-01-27,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-03-10,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,10,,,,,,,,,,,,
3,2021-04-14,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2021-05-05,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,30.0,30.0,0.0,18,,,,,,,,,,,,
5,2021-05-12,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,19,,,,,,,,,,,,
6,2021-06-16,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,24,,,,,,,,,,,,
7,2021-06-23,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,25,,,,,,,,,,,,
8,2021-07-29,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2021-08-18,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,33,,,,,,,,,,,,
10,2021-08-25,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,34,,,,,,,,,,,,
11,2021-09-15,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,37,,,,,,,,,,,,
12,2021-09-29,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,39,,,,,,,,,,,,
13,2021-11-12,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,45,,,,,,,,,,,,
14,2021-11-18,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,46,,,,,,,,,,,,
15,2021-12-09,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,49,,,,,,,,,,,,
16,2021-12-30,K82430234,LABORATORY OF PLASTIC TUBE,16x125mm 500/cs,支,T,50.0,0.0,0.0,50.0,50.0,0.0,52,,,,,,,,,,,,
