,日期,料號,品名,規格,單位,屬性,常備量,昨日庫存量,批價量(-),領用量(-),受料量(+),本日庫存量,週,內部秏損量(-),驗收入庫量(+),退料量(-),被退料量(+),贈予量(+),退貨量(-),發料量(-),交換／繳庫量(+),借出入量(+),不可使用量(-),日盤點調整(+),月盤點調整(+)
0,2020-01-02,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,1,,,,,,,,,,,,
1,2020-01-22,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,4,,,,,,,,,,,,
2,2020-02-26,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,9,,,,,,,,,,,,
3,2020-03-25,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,13,,,,,,,,,,,,
4,2020-04-08,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,15,,,,,,,,,,,,
5,2020-06-03,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,23,,,,,,,,,,,,
6,2020-07-01,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,27,,,,,,,,,,,,
7,2020-07-08,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,28,,,,,,,,,,,,
8,2020-07-15,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,29,,,,,,,,,,,,
9,2020-07-22,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,30,,,,,,,,,,,,
10,2020-07-25,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,-5.0,-5.0,0.0,30,,,,,,,,,,,,
11,2020-08-05,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,32,,,,,,,,,,,,
12,2020-10-14,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,42,0.0,,,,,,,,,,,
13,2020-12-16,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,51,,,,,,,,,,,,
14,2020-12-23,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,52,,,,,,,,,,,,
15,2020-12-30,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,53,,,,,,,,,,,,
0,2021-01-13,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021-04-21,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2021-07-21,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2021-08-25,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,34,,,,,,,,,,,,
4,2021-10-20,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,42,,,,,,,,,,,,
5,2021-12-22,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,51,,,,,,,,,,,,
6,2021-12-30,B05001051,自黏性膠帶 Coban-1〞,1〞 x 5yd,捲,T,5.0,0.0,0.0,5.0,5.0,0.0,52,,,,,,,,,,,,
